Date,Open,High,Low,Close,Volume,Normalized Date
2015-11-09,54.55,54.87,53.56,54.16,32513067,0.608219178
2015-11-10,54.01,54.13,53.27,53.51,55283697,0.610958904
2015-11-11,53.7,54.2,53.46,53.65,36516260,0.61369863
2015-11-12,53.48,53.98,53.19,53.32,35361095,0.616438356
2015-11-13,53.07,53.29,52.53,52.84,36848175,0.619178082
2015-11-16,53.08,53.89,52.85,53.77,32165198,0.62739726
2015-11-17,53.17,53.53,52.85,52.97,31551255,0.630136986
2015-11-18,53,53.98,52.98,53.85,29710030,0.632876712
2015-11-19,53.99,54.66,53.78,53.94,28149228,0.635616438
2015-11-20,54.25,54.3,53.27,54.19,37147608,0.638356164
2015-11-23,54.25,54.46,53.75,54.19,28235918,0.646575342
2015-11-24,53.92,54.44,53.58,54.25,24600043,0.649315068
2015-11-25,54.09,54.23,53.69,53.69,21005147,0.652054795
2015-11-27,53.8,54.08,53.79,53.93,9009132,0.657534247
2015-11-30,54.54,54.96,54,54.35,56241417,0.665753425
2015-12-01,54.41,55.23,54.3,55.22,39952779,0.668493151
2015-12-02,55.32,55.96,55.06,55.21,47274879,0.671232877
2015-12-03,55.49,55.77,53.93,54.2,38627835,0.673972603
2015-12-04,54.12,56.23,54.1,55.91,43963662,0.676712329
2015-12-07,55.79,55.97,55.29,55.81,30709765,0.684931507
2015-12-08,55.47,56.1,54.99,55.79,32878026,0.687671233
2015-12-09,55.37,55.87,54.51,54.98,36373209,0.690410959
2015-12-10,55.39,55.66,55.01,55.27,31775826,0.693150685
2015-12-11,54.71,55.1,54.01,54.06,39549497,0.695890411
2015-12-14,54.33,55.21,53.68,55.14,47006491,0.704109589
2015-12-15,55.66,55.9,55.09,55.2,39842998,0.706849315
2015-12-16,55.54,56.25,54.76,56.13,37503300,0.709589041
2015-12-17,56.36,56.79,55.53,55.7,41280907,0.712328767
2015-12-18,55.77,56,54.03,54.13,84684164,0.715068493
2015-12-21,54.88,55.35,54.23,54.83,37246325,0.723287671
2015-12-22,54.99,55.48,54.5,55.35,28322241,0.726027397
2015-12-23,55.7,55.88,55.44,55.82,27279832,0.728767123
2015-12-24,55.86,55.96,55.43,55.67,9570002,0.731506849
2015-12-28,55.35,55.95,54.98,55.95,22458293,0.742465753
2015-12-29,56.29,56.85,56.06,56.55,27731403,0.745205479
2015-12-30,56.47,56.78,56.29,56.31,21704505,0.747945205
2015-12-31,56.04,56.19,55.42,55.48,27334061,0.750684932
2016-01-04,54.32,54.8,53.39,54.8,53777963,0.761643836
2016-01-05,54.93,55.39,54.54,55.05,34079674,0.764383562
2016-01-06,54.32,54.4,53.64,54.05,39518863,0.767123288
2016-01-07,52.7,53.49,52.07,52.17,56564852,0.769863014
2016-01-08,52.37,53.28,52.15,52.33,48753969,0.77260274
2016-01-11,52.51,52.85,51.46,52.3,36943756,0.780821918
2016-01-12,52.76,53.1,52.06,52.78,36095539,0.783561644
2016-01-13,53.8,54.07,51.3,51.64,66883571,0.78630137
2016-01-14,52,53.42,51.57,53.11,52381918,0.789041096
2016-01-15,51.31,51.97,50.34,50.99,71820697,0.791780822
2016-01-19,51.48,51.68,50.06,50.56,43564538,0.802739726
2016-01-20,49.98,51.38,49.1,50.79,63272993,0.805479452
2016-01-21,51,51.58,50.3,50.48,40191157,0.808219178
2016-01-22,51.41,52.33,51.26,52.29,37555789,0.810958904
2016-01-25,51.94,52.65,51.65,51.79,34707717,0.819178082
2016-01-26,51.79,52.44,51.55,52.17,28900820,0.821917808
2016-01-27,52.01,52.2,51.02,51.22,36775194,0.824657534
2016-01-28,51.86,52.21,51.25,52.06,62513789,0.82739726
2016-01-29,54.73,55.09,54,55.09,83611686,0.830136986
2016-02-01,54.88,55.09,54.5,54.71,44208542,0.838356164
2016-02-02,54.17,54.26,52.65,53,56313753,0.84109589
2016-02-03,53.25,53.39,51.26,52.16,57559814,0.843835616
2016-02-04,52.1,52.81,51.37,52,46987123,0.846575342
2016-02-05,51.94,52,49.56,50.16,62008994,0.849315068
2016-02-08,49.55,49.57,48.19,49.41,59290497,0.857534247
2016-02-09,49.02,50.24,48.67,49.28,46740474,0.860273973
2016-02-10,49.89,50.39,49.52,49.71,38236954,0.863013699
2016-02-11,48.68,50.11,48.51,49.69,48878571,0.865753425
2016-02-12,50.25,50.68,49.75,50.5,34243324,0.868493151
2016-02-16,50.9,51.09,50.13,51.09,37291208,0.879452055
2016-02-17,51.49,52.77,51.45,52.42,40788968,0.882191781
2016-02-18,52.33,52.95,52.1,52.19,27176035,0.884931507
2016-02-19,51.97,52.28,51.53,51.82,33559073,0.887671233
2016-02-22,52.28,53,52.28,52.65,25008291,0.895890411
2016-02-23,52.34,52.37,50.98,51.18,28895274,0.898630137
2016-02-24,50.69,51.5,50.2,51.36,33014457,0.901369863
2016-02-25,51.73,52.1,50.61,52.1,26939467,0.904109589
2016-02-26,52.6,52.68,51.1,51.3,35975925,0.906849315
2016-02-29,51.35,51.65,50.66,50.88,31654036,0.915068493
2016-03-01,50.97,52.59,50.92,52.58,33024535,0.917808219
2016-03-02,52.41,52.96,52.16,52.95,29289884,0.920547945
2016-03-03,52.97,52.97,51.78,52.35,24427813,0.923287671
2016-03-04,52.4,52.45,51.71,52.03,33034150,0.926027397
2016-03-07,51.56,51.8,50.58,51.03,38428816,0.934246575
2016-03-08,50.8,52.13,50.6,51.65,33835119,0.936986301
2016-03-09,51.89,52.85,51.86,52.84,28251588,0.939726027
2016-03-10,52.93,52.94,51.16,52.05,38387804,0.942465753
2016-03-11,53,53.07,52.38,53.07,32275677,0.945205479
2016-03-14,52.71,53.59,52.63,53.17,24083616,0.953424658
2016-03-15,52.75,53.59,52.74,53.59,21104763,0.956164384
2016-03-16,53.45,54.6,53.4,54.35,31691742,0.95890411
2016-03-17,54.21,55,54,54.66,20539771,0.961643836
2016-03-18,54.92,54.97,53.45,53.49,67625518,0.964383562
2016-03-21,53.25,53.93,52.93,53.86,23925716,0.97260274
2016-03-22,53.61,54.25,53.46,54.07,23124143,0.975342466
2016-03-23,54.11,54.24,53.74,53.97,20129015,0.978082192
2016-03-24,53.84,54.33,53.73,54.21,19949972,0.980821918
2016-03-28,54.21,54.29,53.33,53.54,17025050,0.991780822
2016-03-29,53.66,54.86,53.45,54.71,23924329,0.994520548
2016-03-30,54.93,55.64,54.9,55.05,23008260,0.997260274
2016-03-31,54.95,55.59,54.86,55.23,26360495,1
2016-04-01,55.05,55.61,54.57,55.57,24399193,1.002739726
2016-04-04,55.43,55.66,55,55.43,18928810,1.010958904
2016-04-05,55.19,55.3,54.46,54.56,19272255,1.01369863
2016-04-06,54.36,55.2,54.21,55.12,21188682,1.016438356
2016-04-07,54.87,54.91,54.23,54.46,19225092,1.019178082
2016-04-08,54.67,55.28,54.32,54.42,22167223,1.021917808
2016-04-11,54.49,55.15,54.3,54.31,21414227,1.030136986
2016-04-12,54.37,54.78,53.76,54.65,24944288,1.032876712
2016-04-13,55.12,55.44,54.89,55.35,20817961,1.035616438
2016-04-14,55.22,55.58,55.07,55.36,20877108,1.038356164
2016-04-15,55.3,55.92,55.11,55.65,28793753,1.04109589
2016-04-18,55.49,56.59,55.21,56.46,23785950,1.049315068
2016-04-19,56.63,56.77,55.68,56.39,29596827,1.052054795
2016-04-20,56.29,56.5,55.49,55.59,36195714,1.054794521
2016-04-21,55.8,56.23,55.42,55.78,38909096,1.057534247
2016-04-22,51.91,52.43,50.77,51.78,126834091,1.060273973
2016-04-25,51.78,52.13,51.63,52.11,33226948,1.068493151
2016-04-26,52.26,52.35,51.09,51.44,33532636,1.071232877
2016-04-27,51.48,51.5,50.55,50.94,43369256,1.073972603
2016-04-28,50.62,50.77,49.56,49.9,43134846,1.076712329
2016-04-29,49.35,50.25,49.35,49.87,48411684,1.079452055
2016-05-02,50,50.75,49.78,50.61,33114539,1.087671233
2016-05-03,50.34,50.41,49.6,49.78,26460244,1.090410959
2016-05-04,49.84,50.06,49.46,49.87,24257556,1.093150685
2016-05-05,49.87,50.3,49.73,49.94,25390718,1.095890411
2016-05-06,49.92,50.39,49.66,50.39,24787301,1.098630137
2016-05-09,50.49,50.59,50,50.07,17951598,1.106849315
2016-05-10,50.33,51.1,50.19,51.02,22890966,1.109589041
2016-05-11,51.13,51.78,51,51.05,24039140,1.112328767
2016-05-12,51.2,51.81,50.92,51.51,24102781,1.115068493
2016-05-13,51.44,51.9,51.04,51.08,22592342,1.117808219
2016-05-16,50.8,51.96,50.75,51.83,20032017,1.126027397
2016-05-17,51.72,51.73,50.36,50.51,27803514,1.128767123
2016-05-18,50.48,51.14,50.3,50.81,24907532,1.131506849
2016-05-19,50.47,50.62,49.82,50.32,23842358,1.134246575
2016-05-20,50.48,51.22,50.4,50.62,23905769,1.136986301
2016-05-23,50.6,50.68,49.98,50.03,26118720,1.145205479
2016-05-24,50.7,51.71,50.4,51.59,34757944,1.147945205
2016-05-25,51.92,52.49,51.79,52.12,24204566,1.150684932
2016-05-26,51.93,51.98,51.36,51.89,24335223,1.153424658
2016-05-27,51.92,52.32,51.77,52.32,17721438,1.156164384
2016-05-31,52.26,53,52.08,53,37653081,1.167123288
2016-06-01,52.44,52.95,52.44,52.85,25324828,1.169863014
2016-06-02,52.64,52.74,51.84,52.48,22840779,1.17260274
2016-06-03,52.38,52.42,51.6,51.79,23368291,1.175342466
2016-06-06,51.99,52.35,51.89,52.13,18243271,1.183561644
2016-06-07,52.24,52.73,52.1,52.1,20866770,1.18630137
2016-06-08,52.02,52.44,51.87,52.04,21149438,1.189041096
2016-06-09,52,52,51.49,51.62,20305664,1.191780822
2016-06-10,51.05,52.05,51.04,51.48,25833151,1.194520548
2016-06-13,49.58,50.72,49.06,50.14,83217844,1.202739726
2016-06-14,49.9,50.1,49.57,49.83,42577106,1.205479452
2016-06-15,49.78,50.12,49.69,49.69,33757639,1.208219178
2016-06-16,49.52,50.47,49.51,50.39,31188605,1.210958904
2016-06-17,50.41,50.43,49.82,50.13,45710516,1.21369863
2016-06-20,50.64,50.83,50.03,50.07,35607946,1.221917808
2016-06-21,50.2,51.43,50.16,51.19,34097825,1.224657534
2016-06-22,51.08,51.46,50.95,50.99,28816848,1.22739726
2016-06-23,51.28,52.06,51.15,51.91,29028833,1.230136986
2016-06-24,49.81,50.94,49.52,49.83,133502985,1.232876712
2016-06-27,49.1,49.15,48.04,48.43,50576699,1.24109589
2016-06-28,48.92,49.47,48.67,49.44,38140658,1.243835616
2016-06-29,49.91,50.72,49.8,50.54,31304021,1.246575342
2016-06-30,50.72,51.3,50.5,51.17,28527781,1.249315068
2016-07-01,51.13,51.72,51.07,51.16,21400392,1.252054795
2016-07-05,50.83,51.28,50.74,51.17,24806351,1.263013699
2016-07-06,50.78,51.54,50.39,51.38,28167461,1.265753425
2016-07-07,51.42,51.61,51.07,51.38,19585194,1.268493151
2016-07-08,51.73,52.36,51.55,52.3,28391026,1.271232877
2016-07-11,52.5,52.83,52.47,52.59,22269203,1.279452055
2016-07-12,52.94,53.4,52.79,53.21,27317555,1.282191781
2016-07-13,53.56,53.86,53.18,53.51,25356841,1.284931507
2016-07-14,53.84,53.99,53.58,53.74,24545520,1.287671233
2016-07-15,53.95,54,53.21,53.7,32024385,1.290410959
2016-07-18,53.7,54.34,53.55,53.96,31433864,1.298630137
2016-07-19,53.71,53.9,52.93,53.09,53336533,1.301369863
2016-07-20,56.15,56.84,55.53,55.91,89893301,1.304109589
2016-07-21,55.98,56.23,55.76,55.8,32776653,1.306849315
2016-07-22,56.08,56.63,55.78,56.57,32157167,1.309589041
2016-07-25,56.47,56.74,56.26,56.73,25610587,1.317808219
2016-07-26,56.52,57.29,56.51,56.76,28078995,1.320547945
2016-07-27,56.61,56.8,56.11,56.19,32327477,1.323287671
2016-07-28,56,56.37,55.72,56.21,37550411,1.326027397
2016-07-29,56.26,56.76,56.05,56.68,30558718,1.328767123
2016-08-01,56.6,56.75,56.14,56.58,26003419,1.336986301
2016-08-02,56.85,56.9,56.31,56.58,35121958,1.339726027
2016-08-03,56.68,57.11,56.49,56.97,22075616,1.342465753
2016-08-04,56.8,57.52,56.67,57.39,26587749,1.345205479
2016-08-05,57.65,58.21,57.45,57.96,29335221,1.347945205
2016-08-08,58.06,58.09,57.78,58.06,19473499,1.356164384
2016-08-09,58.17,58.5,58.02,58.2,16920721,1.35890411
2016-08-10,58.16,58.32,57.82,58.02,15756913,1.361643836
2016-08-11,58.03,58.45,58.03,58.3,18162301,1.364383562
2016-08-12,58.03,58.19,57.62,57.94,21655161,1.367123288
2016-08-15,58.01,58.5,57.96,58.12,19283902,1.375342466
2016-08-16,57.61,57.62,57.27,57.44,20523493,1.378082192
2016-08-17,57.54,57.68,57.23,57.56,18856423,1.380821918
2016-08-18,57.42,57.7,57.27,57.6,14214341,1.383561644
2016-08-19,57.43,57.73,57.2,57.62,17271044,1.38630137
2016-08-22,57.6,57.75,57.26,57.67,15221922,1.394520548
2016-08-23,57.9,58.18,57.85,57.89,18732373,1.397260274
2016-08-24,57.8,58.04,57.72,57.95,18151506,1.4
2016-08-25,57.88,58.29,57.78,58.17,18552579,1.402739726
2016-08-26,58.28,58.7,57.69,58.03,20971202,1.405479452
2016-08-29,58.18,58.6,58.1,58.1,16417207,1.41369863
2016-08-30,57.98,58.19,57.61,57.89,16930185,1.416438356
2016-08-31,57.65,57.8,57.3,57.46,20860269,1.419178082
2016-09-01,57.01,57.82,57.01,57.59,26075363,1.421917808
2016-09-02,57.67,58.19,57.42,57.67,18900489,1.424657534
2016-09-06,57.78,57.8,57.21,57.61,16278416,1.435616438
2016-09-07,57.47,57.84,57.41,57.66,17493359,1.438356164
2016-09-08,57.63,57.79,57.18,57.43,20146083,1.44109589
2016-09-09,56.79,57.52,56.21,56.21,35113934,1.443835616
2016-09-12,56,57.21,55.61,57.05,29302962,1.452054795
2016-09-13,56.5,56.65,56.05,56.53,30130213,1.454794521
2016-09-14,56.39,56.63,56.03,56.26,24274273,1.457534247
2016-09-15,56.15,57.35,55.98,57.19,27062614,1.460273973
2016-09-16,57.63,57.63,56.75,57.25,44606965,1.463013699
2016-09-19,57.27,57.75,56.85,56.93,20937104,1.471232877
2016-09-20,57.35,57.35,56.75,56.81,17383982,1.473972603
2016-09-21,57.51,57.85,57.08,57.76,33707272,1.476712329
2016-09-22,57.92,58,57.63,57.82,19822203,1.479452055
2016-09-23,57.87,57.91,57.38,57.43,19955336,1.482191781
2016-09-26,57.08,57.14,56.83,56.9,21688720,1.490410959
2016-09-27,56.93,58.06,56.68,57.95,28065071,1.493150685
2016-09-28,57.88,58.06,57.67,58.03,20536400,1.495890411
2016-09-29,57.81,58.17,57.21,57.4,25463536,1.498630137
2016-09-30,57.57,57.77,57.34,57.6,29910788,1.501369863
2016-10-03,57.41,57.55,57.06,57.42,19189515,1.509589041
2016-10-04,57.27,57.6,56.97,57.24,20085874,1.512328767
2016-10-05,57.29,57.96,57.26,57.64,16726411,1.515068493
2016-10-06,57.74,57.86,57.28,57.74,16212611,1.517808219
2016-10-07,57.85,57.98,57.42,57.8,20089020,1.520547945
2016-10-10,57.91,58.39,57.87,58.04,18196509,1.528767123
2016-10-11,57.89,58.02,56.89,57.19,26497418,1.531506849
2016-10-12,57.11,57.27,56.4,57.11,22177464,1.534246575
2016-10-13,56.7,57.3,56.32,56.92,25313748,1.536986301
2016-10-14,57.12,57.74,57.12,57.42,27402451,1.539726027
2016-10-17,57.36,57.46,56.87,57.22,23830014,1.547945205
2016-10-18,57.53,57.95,57.41,57.66,19149538,1.550684932
2016-10-19,57.47,57.84,57.4,57.53,22878397,1.553424658
2016-10-20,57.5,57.52,56.66,57.25,49455612,1.556164384
2016-10-21,60.28,60.45,59.49,59.66,80032206,1.55890411
2016-10-24,59.94,61,59.93,61,54066978,1.567123288
2016-10-25,60.85,61.37,60.8,60.99,35137164,1.569863014
2016-10-26,60.81,61.2,60.47,60.63,29911608,1.57260274
2016-10-27,60.61,60.83,60.09,60.1,28479856,1.575342466
2016-10-28,60.01,60.52,59.58,59.87,33574684,1.578082192
2016-10-31,60.16,60.42,59.92,59.92,26434697,1.58630137
2016-11-01,59.97,60.02,59.25,59.8,24532986,1.589041096
2016-11-02,59.82,59.93,59.3,59.43,22147005,1.591780822
2016-11-03,59.53,59.64,59.11,59.21,21600427,1.594520548
2016-11-04,58.65,59.28,58.52,58.71,28697016,1.597260274
2016-11-07,59.78,60.52,59.78,60.42,31664798,1.605479452
2016-11-08,60.55,60.78,60.15,60.47,22935355,1.608219178
2016-11-09,60,60.59,59.2,60.17,49632479,1.610958904
2016-11-10,60.48,60.49,57.63,58.7,57822394,1.61369863
2016-11-11,58.23,59.12,58.01,59.02,38767843,1.616438356
2016-11-14,59.02,59.08,57.28,58.12,41328422,1.624657534
2016-11-15,58.33,59.49,58.32,58.87,35904126,1.62739726
2016-11-16,58.94,59.66,58.81,59.65,27332475,1.630136986
2016-11-17,60.41,60.95,59.97,60.64,32132728,1.632876712
2016-11-18,60.78,61.14,60.3,60.35,27686311,1.635616438
2016-11-21,60.5,60.97,60.42,60.86,19652595,1.643835616
2016-11-22,60.98,61.26,60.81,61.12,23206700,1.646575342
2016-11-23,61.01,61.1,60.25,60.4,21848913,1.649315068
2016-11-25,60.3,60.53,60.13,60.53,8409616,1.654794521
2016-11-28,60.34,61.02,60.21,60.61,20732619,1.663013699
2016-11-29,60.65,61.41,60.52,61.09,22366721,1.665753425
2016-11-30,60.86,61.18,60.22,60.26,34655435,1.668493151
2016-12-01,60.11,60.15,58.94,59.2,34542121,1.671232877
2016-12-02,59.08,59.47,58.8,59.25,25515665,1.673972603
2016-12-05,59.7,60.59,59.56,60.22,23552658,1.682191781
